Date,Time,Ch1: [ppm],Concentration Status,Temp [°C],Temp. Status
20240306,00:20:38,43.5,G,66.1,G
20240306,00:20:43,43.5,G,66.1,G
20240306,00:20:48,43.5,G,66.1,G
20240306,00:20:53,43.5,G,66.1,G
20240306,00:20:58,43.5,G,66.1,G
20240306,00:21:03,43.5,G,66.1,G
20240306,00:21:08,43.5,G,66.1,G
20240306,00:21:13,43.5,G,66.1,G
20240306,00:21:18,43.5,G,66.1,G
20240306,00:21:23,43.5,G,66.1,G
20240306,00:21:28,43.5,G,66.1,G
20240306,00:21:33,43.6,G,66.1,G
20240306,00:21:38,43.6,G,66.1,G
20240306,00:21:43,43.7,G,66.1,G
20240306,00:21:48,43.7,G,66.1,G
20240306,00:21:53,43.7,G,66.1,G
20240306,00:21:58,43.7,G,66.2,G
20240306,00:22:03,43.7,G,66.2,G
20240306,00:22:08,43.6,G,66.2,G
20240306,00:22:13,43.6,G,66.2,G
20240306,00:22:18,43.6,G,66.2,G
20240306,00:22:23,43.5,G,66.2,G
20240306,00:22:28,43.5,G,66.2,G
20240306,00:22:33,43.5,G,66.2,G
20240306,00:22:38,43.5,G,66.2,G
20240306,00:22:43,43.6,G,66.2,G
20240306,00:22:48,43.7,G,66.2,G
20240306,00:22:53,43.7,G,66.2,G
20240306,00:22:58,43.7,G,66.2,G
20240306,00:23:03,43.7,G,66.2,G
20240306,00:23:08,43.7,G,66.2,G
20240306,00:23:13,43.6,G,66.2,G
20240306,00:23:18,43.6,G,66.2,G
20240306,00:23:23,43.6,G,66.2,G
20240306,00:23:28,43.6,G,66.2,G
20240306,00:23:33,43.6,G,66.2,G
20240306,00:23:38,43.6,G,66.2,G
20240306,00:23:43,43.7,G,66.2,G
20240306,00:23:48,43.7,G,66.2,G
20240306,00:23:53,43.8,G,66.2,G
20240306,00:23:58,43.8,G,66.2,G
20240306,00:24:03,43.8,G,66.2,G
20240306,00:24:08,43.8,G,66.2,G
20240306,00:24:13,43.8,G,66.2,G
20240306,00:24:18,43.8,G,66.2,G
20240306,00:24:23,43.8,G,66.2,G
20240306,00:24:28,43.8,G,66.2,G
20240306,00:24:33,43.8,G,66.2,G
20240306,00:24:38,43.8,G,66.2,G
20240306,00:24:43,43.8,G,66.2,G
20240306,00:24:48,43.8,G,66.2,G
20240306,00:24:53,43.8,G,66.2,G
20240306,00:24:58,43.8,G,66.2,G
20240306,00:25:03,43.8,G,66.2,G
20240306,00:25:08,43.8,G,66.2,G
20240306,00:25:13,43.9,G,66.2,G
20240306,00:25:18,43.9,G,66.2,G
20240306,00:25:23,43.9,G,66.2,G
20240306,00:25:28,43.9,G,66.2,G
20240306,00:25:33,43.9,G,66.2,G
20240306,00:25:38,43.9,G,66.2,G
20240306,00:25:43,43.9,G,66.2,G
20240306,00:25:48,43.8,G,66.2,G
20240306,00:25:53,43.8,G,66.2,G
20240306,00:25:58,43.8,G,66.2,G
20240306,00:26:03,43.7,G,66.2,G
20240306,00:26:08,43.7,G,66.2,G
20240306,00:26:13,43.7,G,66.2,G
20240306,00:26:18,43.7,G,66.2,G
20240306,00:26:23,43.8,G,66.2,G
20240306,00:26:28,43.8,G,66.2,G
20240306,00:26:33,43.8,G,66.2,G
20240306,00:26:38,43.7,G,66.2,G
20240306,00:26:43,43.7,G,66.2,G
20240306,00:26:48,43.7,G,66.2,G
20240306,00:26:53,43.7,G,66.2,G
20240306,00:26:58,43.7,G,66.2,G
20240306,00:27:03,43.7,G,66.2,G
20240306,00:27:08,43.8,G,66.2,G
20240306,00:27:13,43.8,G,66.2,G
20240306,00:27:18,43.8,G,66.2,G
20240306,00:27:23,43.8,G,66.2,G
20240306,00:27:28,43.8,G,66.2,G
20240306,00:27:33,43.8,G,66.2,G
20240306,00:27:38,43.7,G,66.2,G
20240306,00:27:43,43.7,G,66.2,G
20240306,00:27:48,43.7,G,66.2,G
20240306,00:27:53,43.7,G,66.2,G
20240306,00:27:58,43.6,G,66.2,G
20240306,00:28:03,43.6,G,66.2,G
20240306,00:28:08,43.6,G,66.2,G
20240306,00:28:13,43.6,G,66.1,G
20240306,00:28:18,43.6,G,66.1,G
20240306,00:28:23,43.7,G,66.1,G
20240306,00:28:28,43.7,G,66.1,G
20240306,00:28:33,43.7,G,66.1,G
20240306,00:28:38,43.6,G,66.1,G
20240306,00:28:43,43.6,G,66.1,G
20240306,00:28:48,43.5,G,66.1,G
20240306,00:28:53,43.5,G,66.1,G
20240306,00:28:58,43.5,G,66.1,G
20240306,00:29:03,43.5,G,66.1,G
20240306,00:29:08,43.5,G,66.1,G
20240306,00:29:13,43.6,G,66.1,G
20240306,00:29:18,43.6,G,66.1,G
20240306,00:29:23,43.7,G,66.1,G
20240306,00:29:28,43.7,G,66.1,G
20240306,00:29:33,43.7,G,66.1,G
20240306,00:29:38,43.7,G,66.1,G
20240306,00:29:43,43.8,G,66.1,G
20240306,00:29:48,43.8,G,66.1,G
20240306,00:29:53,43.8,G,66.1,G
20240306,00:29:58,43.8,G,66.1,G
20240306,00:30:03,43.7,G,66.1,G
20240306,00:30:08,43.8,G,66.1,G
20240306,00:30:13,43.8,G,66.1,G
20240306,00:30:18,43.8,G,66.1,G
20240306,00:30:23,43.8,G,66.1,G
20240306,00:30:28,43.8,G,66.1,G
20240306,00:30:33,43.8,G,66.1,G
20240306,00:30:38,43.8,G,66.1,G
20240306,00:30:43,43.8,G,66.1,G
20240306,00:30:48,43.8,G,66.1,G
20240306,00:30:53,43.8,G,66.1,G
20240306,00:30:58,43.8,G,66.1,G
20240306,00:31:03,43.8,G,66.1,G
20240306,00:31:08,43.8,G,66.1,G
20240306,00:31:13,43.8,G,66.1,G
20240306,00:31:18,43.8,G,66.1,G
20240306,00:31:23,43.8,G,66.1,G
20240306,00:31:28,43.8,G,66.1,G
20240306,00:31:33,43.8,G,66.1,G
20240306,00:31:38,43.8,G,66.1,G
20240306,00:31:43,43.8,G,66.1,G
20240306,00:31:48,43.8,G,66.1,G
20240306,00:31:53,43.8,G,66.1,G
20240306,00:31:58,43.8,G,66.1,G
20240306,00:32:03,43.8,G,66.1,G
20240306,00:32:08,43.8,G,66.1,G
20240306,00:32:13,43.8,G,66.1,G
20240306,00:32:18,43.8,G,66.1,G
20240306,00:32:23,43.8,G,66.1,G
20240306,00:32:28,43.8,G,66.1,G
20240306,00:32:33,43.8,G,66.1,G
20240306,00:32:38,43.8,G,66.1,G
20240306,00:32:43,43.8,G,66.1,G
20240306,00:32:48,43.7,G,66.1,G
20240306,00:32:53,43.7,G,66.1,G
20240306,00:32:58,43.8,G,66.1,G
20240306,00:33:03,43.8,G,66.1,G
20240306,00:33:08,43.8,G,66.1,G
20240306,00:33:13,43.9,G,66.1,G
20240306,00:33:18,43.9,G,66.1,G
20240306,00:33:23,43.9,G,66.1,G
20240306,00:33:28,43.9,G,66.1,G
20240306,00:33:33,43.9,G,66.1,G
20240306,00:33:38,43.8,G,66.1,G
20240306,00:33:43,43.8,G,66.1,G
20240306,00:33:48,43.8,G,66.1,G
20240306,00:33:53,43.8,G,66.1,G
20240306,00:33:58,43.8,G,66.2,G
20240306,00:34:03,43.8,G,66.2,G
20240306,00:34:08,43.8,G,66.2,G
20240306,00:34:13,43.8,G,66.2,G
20240306,00:34:18,43.8,G,66.2,G
20240306,00:34:23,43.8,G,66.2,G
20240306,00:34:28,43.8,G,66.2,G
20240306,00:34:33,43.8,G,66.2,G
20240306,00:34:38,43.7,G,66.2,G
20240306,00:34:43,43.7,G,66.2,G
20240306,00:34:48,43.7,G,66.2,G
20240306,00:34:53,43.6,G,66.2,G
20240306,00:34:58,43.6,G,66.2,G
20240306,00:35:03,43.6,G,66.2,G
20240306,00:35:08,43.6,G,66.2,G
20240306,00:35:13,43.6,G,66.2,G
20240306,00:35:18,43.6,G,66.2,G
20240306,00:35:23,43.6,G,66.2,G
20240306,00:35:28,43.6,G,66.2,G
20240306,00:35:33,43.6,G,66.2,G
20240306,00:35:38,43.6,G,66.2,G
20240306,00:35:43,43.6,G,66.2,G
20240306,00:35:48,43.6,G,66.2,G
20240306,00:35:53,43.6,G,66.2,G
20240306,00:35:58,43.6,G,66.1,G
20240306,00:36:03,43.6,G,66.1,G
20240306,00:36:08,43.6,G,66.1,G
20240306,00:36:13,43.6,G,66.1,G
20240306,00:36:18,43.6,G,66.1,G
20240306,00:36:23,43.6,G,66.1,G
20240306,00:36:28,43.6,G,66.1,G
20240306,00:36:33,43.6,G,66.1,G
20240306,00:36:38,43.6,G,66.1,G
20240306,00:36:43,43.6,G,66.1,G
20240306,00:36:48,43.6,G,66.1,G
20240306,00:36:53,43.6,G,66.1,G
20240306,00:36:58,43.6,G,66.1,G
20240306,00:37:03,43.6,G,66.1,G
20240306,00:37:08,43.6,G,66.1,G
20240306,00:37:13,43.6,G,66.1,G
20240306,00:37:18,43.6,G,66.1,G
20240306,00:37:23,43.6,G,66.1,G
20240306,00:37:28,43.6,G,66.1,G
20240306,00:37:33,43.7,G,66.1,G
20240306,00:37:38,43.7,G,66.1,G
20240306,00:37:43,43.7,G,66.1,G
20240306,00:37:48,43.7,G,66.1,G
20240306,00:37:53,43.7,G,66.1,G
20240306,00:37:58,43.8,G,66.1,G
20240306,00:38:03,43.8,G,66.1,G
20240306,00:38:08,43.8,G,66.1,G
20240306,00:38:13,43.9,G,66.1,G
20240306,00:38:18,43.9,G,66.1,G
20240306,00:38:23,43.9,G,66.1,G
20240306,00:38:28,43.9,G,66.1,G
20240306,00:38:33,43.9,G,66.1,G
20240306,00:38:38,43.9,G,66.1,G
20240306,00:38:43,43.9,G,66.1,G
20240306,00:38:48,43.9,G,66.1,G
20240306,00:38:53,43.8,G,66.1,G
20240306,00:38:58,43.8,G,66.1,G
20240306,00:39:03,43.8,G,66.1,G
20240306,00:39:08,43.8,G,66.1,G
20240306,00:39:13,43.8,G,66.1,G
20240306,00:39:18,43.8,G,66.1,G
20240306,00:39:23,43.8,G,66.1,G
20240306,00:39:28,43.8,G,66.1,G
20240306,00:39:33,43.8,G,66.1,G
20240306,00:39:38,43.8,G,66.1,G
20240306,00:39:43,43.9,G,66.1,G
20240306,00:39:48,43.9,G,66.2,G
20240306,00:39:53,43.9,G,66.2,G
20240306,00:39:58,44.0,G,66.2,G
20240306,00:40:03,44.0,G,66.2,G
20240306,00:40:08,44.0,G,66.2,G
20240306,00:40:13,44.0,G,66.2,G
20240306,00:40:18,43.9,G,66.2,G
20240306,00:40:23,43.8,G,66.2,G
20240306,00:40:28,43.8,G,66.2,G
20240306,00:40:33,43.8,G,66.2,G
20240306,00:40:38,43.8,G,66.1,G
20240306,00:40:43,43.9,G,66.1,G
20240306,00:40:48,43.9,G,66.1,G
20240306,00:40:53,44.0,G,66.1,G
20240306,00:40:58,44.0,G,66.1,G
20240306,00:41:03,44.0,G,66.1,G
20240306,00:41:08,44.0,G,66.1,G
20240306,00:41:13,44.0,G,66.1,G
20240306,00:41:18,44.0,G,66.1,G
20240306,00:41:23,44.0,G,66.1,G
20240306,00:41:28,44.0,G,66.1,G
20240306,00:41:33,44.0,G,66.1,G
20240306,00:41:38,44.0,G,66.1,G
20240306,00:41:43,44.0,G,66.1,G
20240306,00:41:48,44.0,G,66.1,G
20240306,00:41:53,44.0,G,66.1,G
20240306,00:41:58,44.0,G,66.1,G
20240306,00:42:03,43.9,G,66.1,G
20240306,00:42:08,43.9,G,66.1,G
20240306,00:42:13,43.9,G,66.1,G
20240306,00:42:18,43.8,G,66.1,G
20240306,00:42:23,43.8,G,66.1,G
20240306,00:42:28,43.8,G,66.1,G
20240306,00:42:33,43.8,G,66.1,G
20240306,00:42:38,43.8,G,66.1,G
20240306,00:42:43,43.9,G,66.1,G
20240306,00:42:48,43.9,G,66.1,G
20240306,00:42:53,43.9,G,66.2,G
20240306,00:42:58,43.9,G,66.2,G
20240306,00:43:03,43.9,G,66.2,G
20240306,00:43:08,43.9,G,66.2,G
20240306,00:43:13,43.9,G,66.2,G
20240306,00:43:18,43.8,G,66.2,G
20240306,00:43:23,43.7,G,66.2,G
20240306,00:43:28,43.7,G,66.2,G
20240306,00:43:33,43.6,G,66.2,G
20240306,00:43:38,43.7,G,66.2,G
20240306,00:43:43,43.7,G,66.2,G
20240306,00:43:48,43.7,G,66.2,G
20240306,00:43:53,43.7,G,66.2,G
20240306,00:43:58,43.7,G,66.2,G
20240306,00:44:03,43.7,G,66.2,G
20240306,00:44:08,43.7,G,66.2,G
20240306,00:44:13,43.7,G,66.2,G
20240306,00:44:18,43.7,G,66.2,G
20240306,00:44:23,43.7,G,66.2,G
20240306,00:44:28,43.7,G,66.2,G
20240306,00:44:33,43.7,G,66.2,G
20240306,00:44:38,43.7,G,66.2,G
20240306,00:44:43,43.7,G,66.2,G
20240306,00:44:48,43.7,G,66.2,G
20240306,00:44:53,43.7,G,66.2,G
20240306,00:44:58,43.7,G,66.2,G
20240306,00:45:03,43.8,G,66.2,G
20240306,00:45:08,43.8,G,66.2,G
20240306,00:45:13,43.7,G,66.2,G
20240306,00:45:18,43.7,G,66.2,G
20240306,00:45:23,43.7,G,66.2,G
20240306,00:45:28,43.7,G,66.2,G
20240306,00:45:33,43.7,G,66.2,G
20240306,00:45:38,43.7,G,66.2,G
20240306,00:45:43,43.7,G,66.2,G
20240306,00:45:48,43.7,G,66.2,G
20240306,00:45:53,43.7,G,66.2,G
20240306,00:45:58,43.8,G,66.2,G
20240306,00:46:03,43.8,G,66.2,G
20240306,00:46:08,43.8,G,66.2,G
20240306,00:46:13,43.8,G,66.2,G
20240306,00:46:18,43.8,G,66.2,G
20240306,00:46:23,43.7,G,66.2,G
20240306,00:46:28,43.7,G,66.2,G
20240306,00:46:33,43.8,G,66.2,G
20240306,00:46:38,43.8,G,66.2,G
20240306,00:46:43,43.9,G,66.2,G
20240306,00:46:48,44.0,G,66.2,G
20240306,00:46:53,44.0,G,66.2,G
20240306,00:46:58,44.0,G,66.2,G
20240306,00:47:03,44.0,G,66.2,G
20240306,00:47:08,43.9,G,66.2,G
20240306,00:47:13,43.9,G,66.2,G
20240306,00:47:18,43.8,G,66.2,G
20240306,00:47:23,43.8,G,66.2,G
20240306,00:47:28,43.8,G,66.2,G
20240306,00:47:33,43.8,G,66.2,G
20240306,00:47:38,43.8,G,66.2,G
20240306,00:47:43,43.9,G,66.2,G
20240306,00:47:48,43.9,G,66.2,G
20240306,00:47:53,43.9,G,66.2,G
20240306,00:47:58,43.9,G,66.1,G
20240306,00:48:03,43.9,G,66.1,G
20240306,00:48:08,43.9,G,66.1,G
20240306,00:48:13,43.9,G,66.1,G
20240306,00:48:18,43.8,G,66.1,G
20240306,00:48:23,43.8,G,66.1,G
20240306,00:48:28,43.9,G,66.1,G
20240306,00:48:33,43.9,G,66.1,G
20240306,00:48:38,44.0,G,66.1,G
20240306,00:48:43,44.0,G,66.1,G
20240306,00:48:48,43.9,G,66.1,G
20240306,00:48:53,43.9,G,66.1,G
20240306,00:48:58,43.9,G,66.1,G
20240306,00:49:03,43.9,G,66.1,G
20240306,00:49:08,43.9,G,66.1,G
20240306,00:49:13,44.0,G,66.1,G
20240306,00:49:18,44.0,G,66.1,G
20240306,00:49:23,44.0,G,66.1,G
20240306,00:49:28,44.0,G,66.1,G
20240306,00:49:33,44.0,G,66.1,G
20240306,00:49:38,44.0,G,66.1,G
20240306,00:49:43,44.0,G,66.1,G
20240306,00:49:48,44.0,G,66.1,G
20240306,00:49:53,43.9,G,66.1,G
20240306,00:49:58,43.9,G,66.1,G
20240306,00:50:03,43.9,G,66.1,G
20240306,00:50:08,43.8,G,66.1,G
20240306,00:50:13,43.8,G,66.1,G
20240306,00:50:18,43.8,G,66.1,G
20240306,00:50:23,43.8,G,66.1,G
20240306,00:50:28,43.8,G,66.1,G
20240306,00:50:33,43.8,G,66.1,G
20240306,00:50:38,43.8,G,66.1,G
20240306,00:50:43,43.8,G,66.1,G
20240306,00:50:48,43.8,G,66.1,G
20240306,00:50:53,43.8,G,66.2,G
20240306,00:50:58,43.8,G,66.2,G
20240306,00:51:03,43.9,G,66.2,G
20240306,00:51:08,43.9,G,66.2,G
20240306,00:51:13,43.8,G,66.2,G
20240306,00:51:18,43.8,G,66.2,G
20240306,00:51:23,43.8,G,66.2,G
20240306,00:51:28,43.8,G,66.2,G
20240306,00:51:33,43.8,G,66.2,G
20240306,00:51:38,43.8,G,66.2,G
20240306,00:51:43,43.8,G,66.2,G
20240306,00:51:48,43.8,G,66.2,G
20240306,00:51:53,43.9,G,66.2,G
20240306,00:51:58,43.9,G,66.2,G
20240306,00:52:03,43.9,G,66.2,G
20240306,00:52:08,43.8,G,66.2,G
20240306,00:52:13,43.8,G,66.2,G
20240306,00:52:18,43.8,G,66.2,G
20240306,00:52:23,43.8,G,66.2,G
20240306,00:52:28,43.9,G,66.2,G
20240306,00:52:33,43.9,G,66.2,G
20240306,00:52:38,43.9,G,66.2,G
20240306,00:52:43,44.0,G,66.2,G
